name,category,image,lat,lng,address,description,住所,紹介,gx_media_links,参加形態,出展日,営業時間,電話番号,Web,YouTube
西村プレシジョン,眼鏡,images/icon-4.png,35.9816334,136.1794005,西村プレシジョン,"<img src=""https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/5qm572vqv6em2s50svber98qpo/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpJBzo1z8tpEwB317BYh0FKrnE6J5jJVHlh9CS70um3GTiJvdi4VlyBVvulde-H5KWco8Ds-aLIG-BO_5wpZRXkHEFz2R2fWeEK1KHVkGTANKdMpYCCzVvnQDHtT8NajUBR_49gyr71zlrB05yMDkoBohRMz-F3jQzUpPUUS5RbVIotWPZmCKr3dDKvGJ1ijUqefrLsnccrrOW28tYtFDUaFKIDlwtpZTUZcdzSRFZPvxg?fife"" height=""200"" width=""auto"" /><br><br>住所: 916-0019本社：鯖江本店 福井県鯖江市丸山町3-5-18<br>参加形態: 販売<br>紹介: 折りたたむと薄さ数ミリの老眼鏡でグッドデザイン賞を受賞。薄いメガネやサングラスのブランドもスタートしました。スマートに持ち運べるメガネの新しいスタイルを提案しています。<br>出展日: 6-8日<br>営業時間: 6日 10:00-18:00 <br>7・8日 11:00-17:00<br><br>電話番号: 本社 0778-51-0127<br>鯖江本店 0778-42-5579<br><br>Web: https://www.paperglass.jp<br>YouTube: ",916-0019本社：鯖江本店 福井県鯖江市丸山町3-5-18,折りたたむと薄さ数ミリの老眼鏡でグッドデザイン賞を受賞。薄いメガネやサングラスのブランドもスタートしました。スマートに持ち運べるメガネの新しいスタイルを提案しています。,https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/5qm572vqv6em2s50svber98qpo/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpJBzo1z8tpEwB317BYh0FKrnE6J5jJVHlh9CS70um3GTiJvdi4VlyBVvulde-H5KWco8Ds-aLIG-BO_5wpZRXkHEFz2R2fWeEK1KHVkGTANKdMpYCCzVvnQDHtT8NajUBR_49gyr71zlrB05yMDkoBohRMz-F3jQzUpPUUS5RbVIotWPZmCKr3dDKvGJ1ijUqefrLsnccrrOW28tYtFDUaFKIDlwtpZTUZcdzSRFZPvxg?fife,販売,6-8日,"6日 10:00-18:00 
7・8日 11:00-17:00","本社 0778-51-0127
鯖江本店 0778-42-5579",https://www.paperglass.jp,
サンオプチカル,眼鏡,images/icon-4.png,35.981413,136.175093,サンオプチカル,"<img src=""https://doc-10-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/44bnsa3m9k9m4brjf62smc8il8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGrTdq-KENLfsQvfhumiZmppBsrvw9joKLnbZmOj1snxvbjJb-XZrz-3bAiK2ROZQz3pXcp9Ps_0jOvf67X0QsQVOncbL2nFYVErRDQHFIEKgf_IL9Zd7PIsykDQhjp_7Q9C1AfH95PKEA7TlSjtCk2L141KuJBP__JJ12-czJ9mQcWMu-k8MsVih-4g71g5VbiPByRsIITOoFdHswq19oQMyCreldv5ID-YzC_NTXRBUTk?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0005福井県鯖江市杉本町802-5<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 1964年創業。セルロイドとアセテートフレームの製造工場。RENEW当日は工場見学やアセテートのバフ磨き体験ができるほか、併設ギャラリーで作品の試着や、コーヒーを飲みながら眼鏡づくりについて色々話ができます。<br>出展日: 6-8日<br>営業時間: 10:00-19:30<br>電話番号: 090-1632-7556<br>Web: http://sunoptical.co.jp/<br>YouTube: ",〒916-0005福井県鯖江市杉本町802-5,1964年創業。セルロイドとアセテートフレームの製造工場。RENEW当日は工場見学やアセテートのバフ磨き体験ができるほか、併設ギャラリーで作品の試着や、コーヒーを飲みながら眼鏡づくりについて色々話ができます。,https://doc-10-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/44bnsa3m9k9m4brjf62smc8il8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGrTdq-KENLfsQvfhumiZmppBsrvw9joKLnbZmOj1snxvbjJb-XZrz-3bAiK2ROZQz3pXcp9Ps_0jOvf67X0QsQVOncbL2nFYVErRDQHFIEKgf_IL9Zd7PIsykDQhjp_7Q9C1AfH95PKEA7TlSjtCk2L141KuJBP__JJ12-czJ9mQcWMu-k8MsVih-4g71g5VbiPByRsIITOoFdHswq19oQMyCreldv5ID-YzC_NTXRBUTk?fife,"工房（見学・展示）, 販売",6-8日,10:00-19:30,090-1632-7556,http://sunoptical.co.jp/,
KISSO,眼鏡,images/icon-4.png,35.9852363,136.1773503,KISSO,"<img src=""https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ab73nrl5mglf0q1tm5uo4je78c/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqf3J9G3z4V6cZ1LQrJ2C5AP2oYZ5OUIJIFg5AxxsGHveS0Qq1Kgy91kL1Yo12LW_7I1sJ54DkIINjakYetoxpOlQet-2SGD5UR0Te53cTHKwQr5vkgTTlS9DO6wJGGxm6cKTXScEmLFuqMgqE4pmxlhvgQnih6tsgo8dSoqMiWA0-qIiHdun62ejbY9V3HsvXCAQazdfXRRoAWzvk4820aPoPwaRQ3gtxnPUGXryoDHsw?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0019 福井県鯖江市丸山町4-305-2<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: めがねのまち鯖江でめがねフレームを作るのに必要な材料や設備の販売をおこないながら、カラフルで、可愛いらしく、わくわくするアクセサリーD2Cブランド『KISSO』の企画製造販売を行っています。<br>出展日: 6-8日<br>営業時間: 6日 10:00-12:00 / 13:00-17:30<br>7日 10:00-17:30 8日 10:00-17:30<br><br>電話番号: 0778-54-0355<br>Web: https://japan.kisso.co.jp/<br>YouTube: https://youtu.be/556z0eKj_QI?si=0UzQpgydMqw85Buy",〒916-0019 福井県鯖江市丸山町4-305-2,めがねのまち鯖江でめがねフレームを作るのに必要な材料や設備の販売をおこないながら、カラフルで、可愛いらしく、わくわくするアクセサリーD2Cブランド『KISSO』の企画製造販売を行っています。,https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ab73nrl5mglf0q1tm5uo4je78c/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqf3J9G3z4V6cZ1LQrJ2C5AP2oYZ5OUIJIFg5AxxsGHveS0Qq1Kgy91kL1Yo12LW_7I1sJ54DkIINjakYetoxpOlQet-2SGD5UR0Te53cTHKwQr5vkgTTlS9DO6wJGGxm6cKTXScEmLFuqMgqE4pmxlhvgQnih6tsgo8dSoqMiWA0-qIiHdun62ejbY9V3HsvXCAQazdfXRRoAWzvk4820aPoPwaRQ3gtxnPUGXryoDHsw?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,"6日 10:00-12:00 / 13:00-17:30
7日 10:00-17:30 8日 10:00-17:30",0778-54-0355,https://japan.kisso.co.jp/,https://youtu.be/556z0eKj_QI?si=0UzQpgydMqw85Buy
プラスジャック,眼鏡,images/icon-4.png,35.977665,136.19677,プラスジャック,"<img src=""https://doc-0k-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/sd59vu6fqb2e1cogq9b8er6am0/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoxl8vlfewrpFaDgCpMrNcQatsn_eBiDg1OcHmCvpEt4wKJW1fWuTgmN8jIpaYFc_YtEmHzmTpWpso0ZUdxqU_iUAhdmWfTDRTrmfc2Xv5P4ckVC8m9y4t153iGEujLGmTQRijDo_uRaNW1ylrIBmmx1hXOGbZS3CwXJe8eRfASzhqMZyyCmwV88y-rrLubYBJe06yBSO4RSOfc0RuijYmUINrn5Eytl3-7DSAOXaHn2TA?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0015 福井県鯖江市御幸町1丁目301-11<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 鯖江市で1988年に創業。貼り付け、磨き、埋め込み、打ち込みなど、アセテート材に関する工程を社内で一貫して行っています。工場の技術を生かし、セミオーダーめがねやアクセサリーなどのオリジナル製品を企画、製造、販売しています。<br>出展日: 6日<br>営業時間: 8:30-12:00 / 13:00-16:30<br>電話番号: 0778-53-1885<br>Web: https://plusjack.com/<br>YouTube: https://youtu.be/Ibcye66-eQo?si=Mrf0VXrngcWbjNJ8",〒916-0015 福井県鯖江市御幸町1丁目301-11,鯖江市で1988年に創業。貼り付け、磨き、埋め込み、打ち込みなど、アセテート材に関する工程を社内で一貫して行っています。工場の技術を生かし、セミオーダーめがねやアクセサリーなどのオリジナル製品を企画、製造、販売しています。,https://doc-0k-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/sd59vu6fqb2e1cogq9b8er6am0/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoxl8vlfewrpFaDgCpMrNcQatsn_eBiDg1OcHmCvpEt4wKJW1fWuTgmN8jIpaYFc_YtEmHzmTpWpso0ZUdxqU_iUAhdmWfTDRTrmfc2Xv5P4ckVC8m9y4t153iGEujLGmTQRijDo_uRaNW1ylrIBmmx1hXOGbZS3CwXJe8eRfASzhqMZyyCmwV88y-rrLubYBJe06yBSO4RSOfc0RuijYmUINrn5Eytl3-7DSAOXaHn2TA?fife,"工房（見学・展示）, 販売",6日,8:30-12:00 / 13:00-16:30,0778-53-1885,https://plusjack.com/,https://youtu.be/Ibcye66-eQo?si=Mrf0VXrngcWbjNJ8
松原蝶製作（有）,眼鏡,images/icon-4.png,35.963016,136.179313,松原蝶製作（有）,"<img src=""https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/8ctbku75h5mfrj3tjssfmtari4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqpAweC6utT3NepI-rIvqW6bbU1VrRjG4oCNIAAy0ij6SYgZsESpw2SENEmZKCTFg3TUluDa4GaQf0ekpHVQOk40kRt7vD0JaXgeZmO-6AlkRWz_4xv1854FCNCY_C-TcwShFo0aoh-P_Z_m9RKLC8uapqOEm7SBPKxsZCDpYbA1822xTlrwg1VIuYqSOuWQPvxTWt4hJHDfi_qTSn_gcdh8glPVyxWws0tASWOitf7UEk?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0029福井県鯖江市北野町1丁目1-20<br>参加形態: 販売, ワークショップ<br>紹介: 鯖江市で創業61年眼鏡用鼻パッド専門メーカーとして福井の産業技術に関わっています。創業61年の眼鏡用鼻パッド専門メーカー。国内ブランドのアセテート製眼鏡の鼻パッドのうち90％のシェアを誇っています。アセテート製眼鏡フロント枠プレス加工も同時に行っており、鯖江では7割弊社で加工しております。<br>出展日: <br>営業時間: <br>電話番号: 0778-51-2752<br>Web: https://matsubara-nosepad.co.jp<br>YouTube: ",〒916-0029福井県鯖江市北野町1丁目1-20,鯖江市で創業61年眼鏡用鼻パッド専門メーカーとして福井の産業技術に関わっています。創業61年の眼鏡用鼻パッド専門メーカー。国内ブランドのアセテート製眼鏡の鼻パッドのうち90％のシェアを誇っています。アセテート製眼鏡フロント枠プレス加工も同時に行っており、鯖江では7割弊社で加工しております。,https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/8ctbku75h5mfrj3tjssfmtari4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqpAweC6utT3NepI-rIvqW6bbU1VrRjG4oCNIAAy0ij6SYgZsESpw2SENEmZKCTFg3TUluDa4GaQf0ekpHVQOk40kRt7vD0JaXgeZmO-6AlkRWz_4xv1854FCNCY_C-TcwShFo0aoh-P_Z_m9RKLC8uapqOEm7SBPKxsZCDpYbA1822xTlrwg1VIuYqSOuWQPvxTWt4hJHDfi_qTSn_gcdh8glPVyxWws0tASWOitf7UEk?fife,"販売, ワークショップ",,,0778-51-2752,https://matsubara-nosepad.co.jp,
佐々木セルロイド,眼鏡,images/icon-4.png,35.969687,136.165251,佐々木セルロイド,"<img src=""https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/k2oca4t0snf64bbtfu7iagfbn8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoueI2Euvn7RPgz98-J_daaXbOkP9O9qWDouLz42aiQ40HNm_RbQ6cHbWBtGeD9DTKxpBwt92dMDOScpLXHCjMJtJq-bOx1oLbu1flgdh5H06RQbdMF6S9BrreKOFrUtj2c26FMnHVOB6lJd_iRrO3UpCWTtHssnA97OounBzWQeFYK5x2itGmllGchRXccfFAsh02PPIsYCZ_5j76L__NmK4dR0jm6In2_c3NzuzapEcM?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0084 福井県鯖江市小泉町31-3-10<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 鯖江で創業して100年余り、アセテートとセルロイドの眼鏡を造り続けてきました。品質に定評のある当社の眼鏡は、約40名の職人の手作業により日々生み出されています。魂を込めた眼鏡造りをぜひ体感しにお越しください。<br>出展日: 6・7日<br>営業時間: 10:00-12:00 / 13:00-17:00<br>電話番号: 0778-62-2535<br>Web: https://celluloid.co.jp<br>YouTube: ",〒916-0084 福井県鯖江市小泉町31-3-10,鯖江で創業して100年余り、アセテートとセルロイドの眼鏡を造り続けてきました。品質に定評のある当社の眼鏡は、約40名の職人の手作業により日々生み出されています。魂を込めた眼鏡造りをぜひ体感しにお越しください。,https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/k2oca4t0snf64bbtfu7iagfbn8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoueI2Euvn7RPgz98-J_daaXbOkP9O9qWDouLz42aiQ40HNm_RbQ6cHbWBtGeD9DTKxpBwt92dMDOScpLXHCjMJtJq-bOx1oLbu1flgdh5H06RQbdMF6S9BrreKOFrUtj2c26FMnHVOB6lJd_iRrO3UpCWTtHssnA97OounBzWQeFYK5x2itGmllGchRXccfFAsh02PPIsYCZ_5j76L__NmK4dR0jm6In2_c3NzuzapEcM?fife,"工房（見学・展示）, 販売, ワークショップ",6・7日,10:00-12:00 / 13:00-17:00,0778-62-2535,https://celluloid.co.jp,
リペア/鯖江駅眼鏡,眼鏡,images/icon-4.png,35.97219999999999,136.152221,リペア/鯖江駅眼鏡,"<img src=""https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/qe269ne08ln05pc9i7565k42k8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq-yw2cYFRH-pJMhHUdIQYgeWuibPpSRbK3XzIl3kbct_H2ZG2TYBJx1ZjMPl4LB_GSpcOA77Gc-ej52r_R4dMl13gLIm0YAuNNqOvyHKSjhYu_BrYuO_D__Z7syt1idh2WavJfxnaznSFz3u2_jTAf0J3h7nG6jRRxQ_m-Hhsu6493Cyga4jq_WWhVwuriW86pwkdKouzPofYr2H19wjXE3mzt4gF0FPy-6Qq6p9T18kA?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916−0053 福井県鯖江市日の出町1−2<br>参加形態: 販売, ワークショップ<br>紹介: メガネストリートの出発地点である鯖江駅。その観光案内所にて「めがねのまち」産地ならではのメガネ販売や、メガネの素材を使ったワークショップ体験が出来るお店です。<br>出展日: 6-8日<br>営業時間: 10:00-19-00<br>電話番号: 0778−62−7507<br>Web: http://repair-f.com<br>YouTube: ",〒916−0053 福井県鯖江市日の出町1−2,メガネストリートの出発地点である鯖江駅。その観光案内所にて「めがねのまち」産地ならではのメガネ販売や、メガネの素材を使ったワークショップ体験が出来るお店です。,https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/qe269ne08ln05pc9i7565k42k8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq-yw2cYFRH-pJMhHUdIQYgeWuibPpSRbK3XzIl3kbct_H2ZG2TYBJx1ZjMPl4LB_GSpcOA77Gc-ej52r_R4dMl13gLIm0YAuNNqOvyHKSjhYu_BrYuO_D__Z7syt1idh2WavJfxnaznSFz3u2_jTAf0J3h7nG6jRRxQ_m-Hhsu6493Cyga4jq_WWhVwuriW86pwkdKouzPofYr2H19wjXE3mzt4gF0FPy-6Qq6p9T18kA?fife,"販売, ワークショップ",6-8日,10:00-19-00,0778−62−7507,http://repair-f.com,
めがねミュージアム（＝眼鏡協会）,眼鏡,images/icon-4.png,35.942736,136.198826,めがねミュージアム（＝眼鏡協会）,"<img src=""https://doc-0k-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ldlm6bm96al58u5q0oik02obuc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq9M4HgHFB_d7LqFq1QWfJUFnKaKqXvHEiRVtw6anXUsGpMoAmbGtlgUFlmQabLZTAe17z11eYT1qYORLWU12Hg-QhZ5bmgKBwxjrd3zOwQ_8quMfbXcNyBYcqpFLQZo3787Jlrc0FWV7bHBeLQno42qmHDfhxPbgK9ogMHp6NHGsD8C6Z3RONxOnD4l9HeXbfP0ca7xrj7hxUnUzZAQwhiJmlyz9HJnyzbrK-xjecmTIQ?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0042 福井県鯖江市新横江2-3-4<br>参加形態: 販売, ワークショップ<br>紹介: Made In JAPANの最新モデルが購入できる「めがねショップ」、めがね素材を使った手作りを体験できる「体験工房」、めがねの歴史をより深く知ることができる「めがね博物館」など、めがねを見て、触れて、体験できる場をご用意しております。 <br>出展日: 6-8日<br>営業時間: めがねSHOP：10:00～19:00 <br>体験工房/めがね博物館/SabaeSweets：10:00～17:00 <br>MUSEUM CAFE：10:00～16:00<br>電話番号: 0778-42-8311<br>Web: https://www.megane.gr.jp/museum/<br>YouTube: ",〒916-0042 福井県鯖江市新横江2-3-4,Made In JAPANの最新モデルが購入できる「めがねショップ」、めがね素材を使った手作りを体験できる「体験工房」、めがねの歴史をより深く知ることができる「めがね博物館」など、めがねを見て、触れて、体験できる場をご用意しております。,https://doc-0k-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ldlm6bm96al58u5q0oik02obuc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq9M4HgHFB_d7LqFq1QWfJUFnKaKqXvHEiRVtw6anXUsGpMoAmbGtlgUFlmQabLZTAe17z11eYT1qYORLWU12Hg-QhZ5bmgKBwxjrd3zOwQ_8quMfbXcNyBYcqpFLQZo3787Jlrc0FWV7bHBeLQno42qmHDfhxPbgK9ogMHp6NHGsD8C6Z3RONxOnD4l9HeXbfP0ca7xrj7hxUnUzZAQwhiJmlyz9HJnyzbrK-xjecmTIQ?fife,"販売, ワークショップ",6-8日,"めがねSHOP：10:00～19:00 
体験工房/めがね博物館/SabaeSweets：10:00～17:00 
MUSEUM CAFE：10:00～16:00",0778-42-8311,https://www.megane.gr.jp/museum/,
ササマタ,眼鏡,images/icon-4.png,35.95296800000001,136.20836,ササマタ,"<img src=""https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/1a0q68mm79snojbor2u0b1oqtg/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGrwxmcet44u137BOw8zo8EiTz9spyXQwxkDa5VlJR9hB_iFBw2VqwyLqq-8wvW178Rm9a0HrTtkC3W_HHwN4gNkKEg9VLFD6j25vIXnzRK_2DjT1PdgQZnwB-qDhwgsUhLaiTYax14DwV_ByOGL5EFtRZ2tAbd-detTAuPZsDa8KCFUTyEd4UZfgbwiPa3O2oIg7fUy5FKiTnwEi1oIVNOnPg3auFTQiyWUFCqB_XQH2f4?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-0033 福井県鯖江市中野町49-7<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 株式会社ササマタは鯖江市でメガネの掛け心地を左右する細かい部品や、メガネ関連製品、その他アイデアの詰まった商品の開発・製造・販売を行っている企業です。<br>出展日: 6-8日<br>営業時間: 9:00-12:00 / 13:00-17:00<br>電話番号: 0778-51-0807<br>Web: https://www.ssmt.jp/<br>YouTube: ",〒916-0033 福井県鯖江市中野町49-7,株式会社ササマタは鯖江市でメガネの掛け心地を左右する細かい部品や、メガネ関連製品、その他アイデアの詰まった商品の開発・製造・販売を行っている企業です。,https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/1a0q68mm79snojbor2u0b1oqtg/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGrwxmcet44u137BOw8zo8EiTz9spyXQwxkDa5VlJR9hB_iFBw2VqwyLqq-8wvW178Rm9a0HrTtkC3W_HHwN4gNkKEg9VLFD6j25vIXnzRK_2DjT1PdgQZnwB-qDhwgsUhLaiTYax14DwV_ByOGL5EFtRZ2tAbd-detTAuPZsDa8KCFUTyEd4UZfgbwiPa3O2oIg7fUy5FKiTnwEi1oIVNOnPg3auFTQiyWUFCqB_XQH2f4?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,9:00-12:00 / 13:00-17:00,0778-51-0807,https://www.ssmt.jp/,
谷口眼鏡,眼鏡,images/icon-4.png,35.953713,136.278314,谷口眼鏡,"<img src=""https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/0qttfjekce5f1q9s7r5934qfuo/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqDNfybXBHz14Jte_iNhLXW7ls40g3GBrBuWNLiZ9P6bVrB03eE2lrdt2mArKuyo1TE9D0iYIekGPqZXmHWMeR3OD0WN4fqo5Gi_YqlsFRApdIQDsYZvvaQsDZ18KyPQE41umlk19sEeQRZnIFGiLMOLVphCWQk2KsPj1kSUq5qWeY9AeHvTmyAkVuZkUfv410C07LED6-keKnNIzUlr40uIJnKTw-clJmnF6Bx3u0k7JY?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒916-1221福井県鯖江市西袋町228<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 60年以上の歴史を持つ老舗プラ枠製造工場。 職人が丁寧な手仕事で仕上げるオリジナルブランド「TURNING」「tesio」は暮らしに馴染み、使うほどに愛着が湧き、価値が増していきます。<br>出展日: 6-8日<br>営業時間: 6日 10:00-12:00 /13:00-17:00 7・8日 10:00-17:00<br>電話番号: 0778-65-0811<br>Web: https://www.turning-opt.com/<br>YouTube: https://youtu.be/GRavYKfY3xk?si=4Cu8Z8BGBJolyJY1",〒916-1221福井県鯖江市西袋町228,60年以上の歴史を持つ老舗プラ枠製造工場。 職人が丁寧な手仕事で仕上げるオリジナルブランド「TURNING」「tesio」は暮らしに馴染み、使うほどに愛着が湧き、価値が増していきます。,https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/0qttfjekce5f1q9s7r5934qfuo/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqDNfybXBHz14Jte_iNhLXW7ls40g3GBrBuWNLiZ9P6bVrB03eE2lrdt2mArKuyo1TE9D0iYIekGPqZXmHWMeR3OD0WN4fqo5Gi_YqlsFRApdIQDsYZvvaQsDZ18KyPQE41umlk19sEeQRZnIFGiLMOLVphCWQk2KsPj1kSUq5qWeY9AeHvTmyAkVuZkUfv410C07LED6-keKnNIzUlr40uIJnKTw-clJmnF6Bx3u0k7JY?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,6日 10:00-12:00 /13:00-17:00 7・8日 10:00-17:00,0778-65-0811,https://www.turning-opt.com/,https://youtu.be/GRavYKfY3xk?si=4Cu8Z8BGBJolyJY1
井上リボン工業,繊維,images/icon-5.png,35.909949,136.239677,井上リボン工業,"<img src=""https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/sgiashhrks0i64bv9oj2eoi7vs/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoLyCpbm5LRATjcNAbQT4JXL9Vuq9BBfwQD4mDILOvuSuvYBZb7d724jan7y-ZV0AQWO_AIA5JhCkBRrdwO99v1_KF3ZdMAUaJ7gpHuUPYA9H2qgOdc2vurMXKTOFBST1sc5-h6QNYKTLVXfAR9FRXQOn5VEtbVlUaZDodF_65v7juVatdD_CibFT00dIz9iZxmkv8x4Ggc3rHeBZZG9xysTAPnWfAOcYQsCoweBlSAnS0?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0243 福井県越前市岩本町9-4<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 1948年創業以来、細幅織物・編物の製造を続けております。越前市のものづくり企業として、伝統産業でありながらも常に新たな事業、商品開発に取り組んでいます。<br>出展日: 6・7日<br>営業時間: 8:00-12:00 / 13:00-17:00<br>電話番号: 0778-43-0810<br>Web: https://www.telala.com/",〒915-0243 福井県越前市岩本町9-4,1948年創業以来、細幅織物・編物の製造を続けております。越前市のものづくり企業として、伝統産業でありながらも常に新たな事業、商品開発に取り組んでいます。,https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/sgiashhrks0i64bv9oj2eoi7vs/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGoLyCpbm5LRATjcNAbQT4JXL9Vuq9BBfwQD4mDILOvuSuvYBZb7d724jan7y-ZV0AQWO_AIA5JhCkBRrdwO99v1_KF3ZdMAUaJ7gpHuUPYA9H2qgOdc2vurMXKTOFBST1sc5-h6QNYKTLVXfAR9FRXQOn5VEtbVlUaZDodF_65v7juVatdD_CibFT00dIz9iZxmkv8x4Ggc3rHeBZZG9xysTAPnWfAOcYQsCoweBlSAnS0?fife,"工房（見学・展示）, 販売",6・7日,8:00-12:00 / 13:00-17:00,0778-43-0810,https://www.telala.com/,
